Symbol,Period,Metric,Value
MA,2014-03,Share Based Compensation,-74
MA,2014-03,Operating Cash Flow,568
MA,2014-03,Capital Expenditure,-49
MA,2014-03,Net Cash Flow - Business Acquisitions and Disposals,-146
MA,2014-03,Net Cash Flow - Investment Acquisitions and Disposals,147
MA,2014-03,Investing Cash Flow,130
MA,2014-03,Issuance (Repayment) of Debt Securities ,1487
MA,2014-03,Issuance (Purchase) of Equity Shares,-1661
MA,2014-03,Payment of Dividends & Other Cash Distributions   ,-131
MA,2014-03,Financing Cash Flow,-279
MA,2014-03,Effect of Exchange Rate Changes on Cash ,1
MA,2014-03,Net Cash Flow / Change in Cash & Cash Equivalents,420
MA,2014-03,Free Cash Flow,519
MA,2013-12,Depreciation & Amortization ,71
MA,2013-12,Share Based Compensation,36
MA,2013-12,Operating Cash Flow,1199
MA,2013-12,Capital Expenditure,-146
MA,2013-12,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2013-12,Net Cash Flow - Investment Acquisitions and Disposals,-89
MA,2013-12,Investing Cash Flow,-239
MA,2013-12,Issuance (Repayment) of Debt Securities ,35
MA,2013-12,Issuance (Purchase) of Equity Shares,-747
MA,2013-12,Payment of Dividends & Other Cash Distributions   ,-73
MA,2013-12,Financing Cash Flow,-792
MA,2013-12,Effect of Exchange Rate Changes on Cash ,18
MA,2013-12,Net Cash Flow / Change in Cash & Cash Equivalents,186
MA,2013-12,Free Cash Flow,1053
MA,2013-09,Depreciation & Amortization ,64
MA,2013-09,Share Based Compensation,28
MA,2013-09,Operating Cash Flow,1322
MA,2013-09,Capital Expenditure,-50
MA,2013-09,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2013-09,Net Cash Flow - Investment Acquisitions and Disposals,184
MA,2013-09,Investing Cash Flow,117
MA,2013-09,Issuance (Repayment) of Debt Securities ,0
MA,2013-09,Issuance (Purchase) of Equity Shares,-339
MA,2013-09,Payment of Dividends & Other Cash Distributions   ,-72
MA,2013-09,Financing Cash Flow,-416
MA,2013-09,Effect of Exchange Rate Changes on Cash ,42
MA,2013-09,Net Cash Flow / Change in Cash & Cash Equivalents,1065
MA,2013-09,Free Cash Flow,1272
MA,2013-06,Depreciation & Amortization ,61
MA,2013-06,Share Based Compensation,22
MA,2013-06,Operating Cash Flow,742
MA,2013-06,Capital Expenditure,-61
MA,2013-06,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2013-06,Net Cash Flow - Investment Acquisitions and Disposals,289
MA,2013-06,Investing Cash Flow,225
MA,2013-06,Issuance (Repayment) of Debt Securities ,0
MA,2013-06,Issuance (Purchase) of Equity Shares,-570
MA,2013-06,Payment of Dividends & Other Cash Distributions   ,-73
MA,2013-06,Financing Cash Flow,-638
MA,2013-06,Effect of Exchange Rate Changes on Cash ,35
MA,2013-06,Net Cash Flow / Change in Cash & Cash Equivalents,364
MA,2013-06,Free Cash Flow,681
MA,2013-03,Depreciation & Amortization ,62
MA,2013-03,Share Based Compensation,-23
MA,2013-03,Operating Cash Flow,872
MA,2013-03,Capital Expenditure,-42
MA,2013-03,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2013-03,Net Cash Flow - Investment Acquisitions and Disposals,-65
MA,2013-03,Investing Cash Flow,-107
MA,2013-03,Issuance (Repayment) of Debt Securities ,0
MA,2013-03,Issuance (Purchase) of Equity Shares,-761
MA,2013-03,Payment of Dividends & Other Cash Distributions   ,-37
MA,2013-03,Financing Cash Flow,-783
MA,2013-03,Effect of Exchange Rate Changes on Cash ,-50
MA,2013-03,Net Cash Flow / Change in Cash & Cash Equivalents,-68
MA,2013-03,Free Cash Flow,830
MA,2012-12,Depreciation & Amortization ,62
MA,2012-12,Share Based Compensation,21
MA,2012-12,Operating Cash Flow,866
MA,2012-12,Capital Expenditure,-54
MA,2012-12,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2012-12,Net Cash Flow - Investment Acquisitions and Disposals,-323
MA,2012-12,Investing Cash Flow,-1227
MA,2012-12,Issuance (Repayment) of Debt Securities ,0
MA,2012-12,Issuance (Purchase) of Equity Shares,-610
MA,2012-12,Payment of Dividends & Other Cash Distributions   ,-38
MA,2012-12,Financing Cash Flow,-647
MA,2012-12,Effect of Exchange Rate Changes on Cash ,15
MA,2012-12,Net Cash Flow / Change in Cash & Cash Equivalents,-993
MA,2012-12,Free Cash Flow,812
MA,2012-09,Depreciation & Amortization ,58
MA,2012-09,Share Based Compensation,9
MA,2012-09,Operating Cash Flow,1014
MA,2012-09,Capital Expenditure,-57
MA,2012-09,Net Cash Flow - Business Acquisitions and Disposals,-70
MA,2012-09,Net Cash Flow - Investment Acquisitions and Disposals,-794
MA,2012-09,Investing Cash Flow,-922
MA,2012-09,Issuance (Repayment) of Debt Securities ,0
MA,2012-09,Issuance (Purchase) of Equity Shares,-206
MA,2012-09,Payment of Dividends & Other Cash Distributions   ,-37
MA,2012-09,Financing Cash Flow,-229
MA,2012-09,Effect of Exchange Rate Changes on Cash ,29
MA,2012-09,Net Cash Flow / Change in Cash & Cash Equivalents,-108
MA,2012-09,Free Cash Flow,957
MA,2012-06,Depreciation & Amortization ,56
MA,2012-06,Share Based Compensation,23
MA,2012-06,Operating Cash Flow,641
MA,2012-06,Capital Expenditure,-56
MA,2012-06,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2012-06,Net Cash Flow - Investment Acquisitions and Disposals,-332
MA,2012-06,Investing Cash Flow,-388
MA,2012-06,Issuance (Repayment) of Debt Securities ,0
MA,2012-06,Issuance (Purchase) of Equity Shares,-667
MA,2012-06,Payment of Dividends & Other Cash Distributions   ,-38
MA,2012-06,Financing Cash Flow,-702
MA,2012-06,Effect of Exchange Rate Changes on Cash ,-82
MA,2012-06,Net Cash Flow / Change in Cash & Cash Equivalents,-531
MA,2012-06,Free Cash Flow,585
MA,2012-03,Depreciation & Amortization ,54
MA,2012-03,Share Based Compensation,-53
MA,2012-03,Operating Cash Flow,427
MA,2012-03,Capital Expenditure,-51
MA,2012-03,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2012-03,Net Cash Flow - Investment Acquisitions and Disposals,-251
MA,2012-03,Investing Cash Flow,-302
MA,2012-03,Issuance (Repayment) of Debt Securities ,0
MA,2012-03,Issuance (Purchase) of Equity Shares,-234
MA,2012-03,Payment of Dividends & Other Cash Distributions   ,-19
MA,2012-03,Financing Cash Flow,-220
MA,2012-03,Effect of Exchange Rate Changes on Cash ,45
MA,2012-03,Net Cash Flow / Change in Cash & Cash Equivalents,-50
MA,2012-03,Free Cash Flow,376
MA,2011-12,Depreciation & Amortization ,52
MA,2011-12,Share Based Compensation,-7
MA,2011-12,Operating Cash Flow,784
MA,2011-12,Capital Expenditure,-61
MA,2011-12,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2011-12,Net Cash Flow - Investment Acquisitions and Disposals,-637
MA,2011-12,Investing Cash Flow,-693
MA,2011-12,Issuance (Repayment) of Debt Securities ,21
MA,2011-12,Issuance (Purchase) of Equity Shares,-26
MA,2011-12,Payment of Dividends & Other Cash Distributions   ,-19
MA,2011-12,Financing Cash Flow,-44
MA,2011-12,Effect of Exchange Rate Changes on Cash ,-66
MA,2011-12,Net Cash Flow / Change in Cash & Cash Equivalents,-19
MA,2011-12,Free Cash Flow,723
MA,2011-09,Depreciation & Amortization ,51
MA,2011-09,Share Based Compensation,16
MA,2011-09,Operating Cash Flow,1007
MA,2011-09,Capital Expenditure,-44
MA,2011-09,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2011-09,Net Cash Flow - Investment Acquisitions and Disposals,194
MA,2011-09,Investing Cash Flow,159
MA,2011-09,Issuance (Repayment) of Debt Securities ,0
MA,2011-09,Issuance (Purchase) of Equity Shares,-70
MA,2011-09,Payment of Dividends & Other Cash Distributions   ,-19
MA,2011-09,Financing Cash Flow,-88
MA,2011-09,Effect of Exchange Rate Changes on Cash ,-89
MA,2011-09,Net Cash Flow / Change in Cash & Cash Equivalents,989
MA,2011-09,Free Cash Flow,963
MA,2011-06,Depreciation & Amortization ,49
MA,2011-06,Share Based Compensation,18
MA,2011-06,Operating Cash Flow,538
MA,2011-06,Capital Expenditure,-47
MA,2011-06,Net Cash Flow - Business Acquisitions and Disposals,-460
MA,2011-06,Net Cash Flow - Investment Acquisitions and Disposals,158
MA,2011-06,Investing Cash Flow,-349
MA,2011-06,Issuance (Repayment) of Debt Securities ,-21
MA,2011-06,Issuance (Purchase) of Equity Shares,-381
MA,2011-06,Payment of Dividends & Other Cash Distributions   ,-19
MA,2011-06,Financing Cash Flow,-418
MA,2011-06,Effect of Exchange Rate Changes on Cash ,39
MA,2011-06,Net Cash Flow / Change in Cash & Cash Equivalents,-190
MA,2011-06,Free Cash Flow,491
MA,2011-03,Depreciation & Amortization ,42
MA,2011-03,Share Based Compensation,8
MA,2011-03,Operating Cash Flow,355
MA,2011-03,Capital Expenditure,-25
MA,2011-03,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2011-03,Net Cash Flow - Investment Acquisitions and Disposals,160
MA,2011-03,Investing Cash Flow,135
MA,2011-03,Issuance (Repayment) of Debt Securities ,0
MA,2011-03,Issuance (Purchase) of Equity Shares,-652
MA,2011-03,Payment of Dividends & Other Cash Distributions   ,-20
MA,2011-03,Financing Cash Flow,-665
MA,2011-03,Effect of Exchange Rate Changes on Cash ,62
MA,2011-03,Net Cash Flow / Change in Cash & Cash Equivalents,-113
MA,2011-03,Free Cash Flow,330
MA,2010-12,Depreciation & Amortization ,42
MA,2010-12,Share Based Compensation,14
MA,2010-12,Operating Cash Flow,670
MA,2010-12,Capital Expenditure,-46
MA,2010-12,Net Cash Flow - Business Acquisitions and Disposals,-498
MA,2010-12,Net Cash Flow - Investment Acquisitions and Disposals,-39
MA,2010-12,Investing Cash Flow,-58
MA,2010-12,Issuance (Repayment) of Debt Securities ,0
MA,2010-12,Issuance (Purchase) of Equity Shares,1
MA,2010-12,Payment of Dividends & Other Cash Distributions   ,-20
MA,2010-12,Financing Cash Flow,-17
MA,2010-12,Effect of Exchange Rate Changes on Cash ,-7
MA,2010-12,Net Cash Flow / Change in Cash & Cash Equivalents,588
MA,2010-12,Free Cash Flow,624
MA,2010-09,Depreciation & Amortization ,36
MA,2010-09,Share Based Compensation,22
MA,2010-09,Operating Cash Flow,589
MA,2010-09,Capital Expenditure,-40
MA,2010-09,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2010-09,Net Cash Flow - Investment Acquisitions and Disposals,5
MA,2010-09,Investing Cash Flow,-563
MA,2010-09,Issuance (Repayment) of Debt Securities ,0
MA,2010-09,Issuance (Purchase) of Equity Shares,1
MA,2010-09,Payment of Dividends & Other Cash Distributions   ,-20
MA,2010-09,Financing Cash Flow,-23
MA,2010-09,Effect of Exchange Rate Changes on Cash ,153
MA,2010-09,Net Cash Flow / Change in Cash & Cash Equivalents,156
MA,2010-09,Free Cash Flow,549
MA,2010-06,Depreciation & Amortization ,35
MA,2010-06,Share Based Compensation,17
MA,2010-06,Operating Cash Flow,343
MA,2010-06,Capital Expenditure,-45
MA,2010-06,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2010-06,Net Cash Flow - Investment Acquisitions and Disposals,48
MA,2010-06,Investing Cash Flow,3
MA,2010-06,Issuance (Repayment) of Debt Securities ,0
MA,2010-06,Issuance (Purchase) of Equity Shares,3
MA,2010-06,Payment of Dividends & Other Cash Distributions   ,-19
MA,2010-06,Financing Cash Flow,-18
MA,2010-06,Effect of Exchange Rate Changes on Cash ,-124
MA,2010-06,Net Cash Flow / Change in Cash & Cash Equivalents,204
MA,2010-06,Free Cash Flow,298
MA,2010-03,Depreciation & Amortization ,35
MA,2010-03,Share Based Compensation,-75
MA,2010-03,Operating Cash Flow,95
MA,2010-03,Capital Expenditure,-20
MA,2010-03,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2010-03,Net Cash Flow - Investment Acquisitions and Disposals,-3
MA,2010-03,Investing Cash Flow,-23
MA,2010-03,Issuance (Repayment) of Debt Securities ,0
MA,2010-03,Issuance (Purchase) of Equity Shares,6
MA,2010-03,Payment of Dividends & Other Cash Distributions   ,-20
MA,2010-03,Financing Cash Flow,77
MA,2010-03,Effect of Exchange Rate Changes on Cash ,-85
MA,2010-03,Net Cash Flow / Change in Cash & Cash Equivalents,64
MA,2010-03,Free Cash Flow,75
MA,2009-12,Depreciation & Amortization ,38
MA,2009-12,Share Based Compensation,12
MA,2009-12,Operating Cash Flow,284
MA,2009-12,Capital Expenditure,-44
MA,2009-12,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2009-12,Net Cash Flow - Investment Acquisitions and Disposals,-480
MA,2009-12,Investing Cash Flow,-524
MA,2009-12,Issuance (Repayment) of Debt Securities ,0
MA,2009-12,Issuance (Purchase) of Equity Shares,3
MA,2009-12,Payment of Dividends & Other Cash Distributions   ,-20
MA,2009-12,Financing Cash Flow,-10
MA,2009-12,Effect of Exchange Rate Changes on Cash ,-11
MA,2009-12,Net Cash Flow / Change in Cash & Cash Equivalents,-261
MA,2009-12,Free Cash Flow,240
MA,2009-09,Depreciation & Amortization ,36
MA,2009-09,Share Based Compensation,22
MA,2009-09,Operating Cash Flow,316
MA,2009-09,Capital Expenditure,-33
MA,2009-09,Net Cash Flow - Business Acquisitions and Disposals,15
MA,2009-09,Net Cash Flow - Investment Acquisitions and Disposals,-32
MA,2009-09,Investing Cash Flow,-52
MA,2009-09,Issuance (Repayment) of Debt Securities ,0
MA,2009-09,Issuance (Purchase) of Equity Shares,4
MA,2009-09,Payment of Dividends & Other Cash Distributions   ,-20
MA,2009-09,Financing Cash Flow,-10
MA,2009-09,Effect of Exchange Rate Changes on Cash ,14
MA,2009-09,Net Cash Flow / Change in Cash & Cash Equivalents,268
MA,2009-09,Free Cash Flow,283
MA,2009-06,Depreciation & Amortization ,36
MA,2009-06,Share Based Compensation,8
MA,2009-06,Operating Cash Flow,362
MA,2009-06,Capital Expenditure,-35
MA,2009-06,Net Cash Flow - Business Acquisitions and Disposals,3
MA,2009-06,Net Cash Flow - Investment Acquisitions and Disposals,-3
MA,2009-06,Investing Cash Flow,-38
MA,2009-06,Issuance (Repayment) of Debt Securities ,0
MA,2009-06,Issuance (Purchase) of Equity Shares,1
MA,2009-06,Payment of Dividends & Other Cash Distributions   ,-19
MA,2009-06,Financing Cash Flow,0
MA,2009-06,Effect of Exchange Rate Changes on Cash ,46
MA,2009-06,Net Cash Flow / Change in Cash & Cash Equivalents,370
MA,2009-06,Free Cash Flow,327
MA,2009-03,Depreciation & Amortization ,31
MA,2009-03,Share Based Compensation,7
MA,2009-03,Operating Cash Flow,416
MA,2009-03,Capital Expenditure,-28
MA,2009-03,Net Cash Flow - Business Acquisitions and Disposals,-21
MA,2009-03,Net Cash Flow - Investment Acquisitions and Disposals,-2
MA,2009-03,Investing Cash Flow,-50
MA,2009-03,Issuance (Repayment) of Debt Securities ,-149
MA,2009-03,Issuance (Purchase) of Equity Shares,1
MA,2009-03,Payment of Dividends & Other Cash Distributions   ,-20
MA,2009-03,Financing Cash Flow,-165
MA,2009-03,Effect of Exchange Rate Changes on Cash ,-28
MA,2009-03,Net Cash Flow / Change in Cash & Cash Equivalents,173
MA,2009-03,Free Cash Flow,388
MA,2008-12,Depreciation & Amortization ,30
MA,2008-12,Share Based Compensation,17
MA,2008-12,Operating Cash Flow,-517
MA,2008-12,Capital Expenditure,-48
MA,2008-12,Net Cash Flow - Business Acquisitions and Disposals,-82
MA,2008-12,Net Cash Flow - Investment Acquisitions and Disposals,100
MA,2008-12,Investing Cash Flow,-29
MA,2008-12,Issuance (Repayment) of Debt Securities ,0
MA,2008-12,Issuance (Purchase) of Equity Shares,0
MA,2008-12,Payment of Dividends & Other Cash Distributions   ,-19
MA,2008-12,Financing Cash Flow,-20
MA,2008-12,Effect of Exchange Rate Changes on Cash ,1
MA,2008-12,Net Cash Flow / Change in Cash & Cash Equivalents,-566
MA,2008-12,Free Cash Flow,-566
MA,2008-09,Depreciation & Amortization ,28
MA,2008-09,Share Based Compensation,10
MA,2008-09,Operating Cash Flow,387
MA,2008-09,Capital Expenditure,-54
MA,2008-09,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2008-09,Net Cash Flow - Investment Acquisitions and Disposals,41
MA,2008-09,Investing Cash Flow,-16
MA,2008-09,Issuance (Repayment) of Debt Securities ,0
MA,2008-09,Issuance (Purchase) of Equity Shares,-4
MA,2008-09,Payment of Dividends & Other Cash Distributions   ,-19
MA,2008-09,Financing Cash Flow,-9
MA,2008-09,Effect of Exchange Rate Changes on Cash ,-59
MA,2008-09,Net Cash Flow / Change in Cash & Cash Equivalents,302
MA,2008-09,Free Cash Flow,333
MA,2008-06,Depreciation & Amortization ,27
MA,2008-06,Share Based Compensation,14
MA,2008-06,Operating Cash Flow,318
MA,2008-06,Capital Expenditure,-36
MA,2008-06,Net Cash Flow - Business Acquisitions and Disposals,2
MA,2008-06,Net Cash Flow - Investment Acquisitions and Disposals,59
MA,2008-06,Investing Cash Flow,25
MA,2008-06,Issuance (Repayment) of Debt Securities ,-80
MA,2008-06,Issuance (Purchase) of Equity Shares,-352
MA,2008-06,Payment of Dividends & Other Cash Distributions   ,-19
MA,2008-06,Financing Cash Flow,-449
MA,2008-06,Effect of Exchange Rate Changes on Cash ,1
MA,2008-06,Net Cash Flow / Change in Cash & Cash Equivalents,-103
MA,2008-06,Free Cash Flow,282
MA,2008-03,Depreciation & Amortization ,25
MA,2008-03,Share Based Compensation,-29
MA,2008-03,Operating Cash Flow,223
MA,2008-03,Capital Expenditure,-31
MA,2008-03,Net Cash Flow - Business Acquisitions and Disposals,-2
MA,2008-03,Net Cash Flow - Investment Acquisitions and Disposals,255
MA,2008-03,Investing Cash Flow,222
MA,2008-03,Issuance (Repayment) of Debt Securities ,0
MA,2008-03,Issuance (Purchase) of Equity Shares,-292
MA,2008-03,Payment of Dividends & Other Cash Distributions   ,-20
MA,2008-03,Financing Cash Flow,-271
MA,2008-03,Effect of Exchange Rate Changes on Cash ,39
MA,2008-03,Net Cash Flow / Change in Cash & Cash Equivalents,213
MA,2008-03,Free Cash Flow,192
MA,2007-12,Depreciation & Amortization ,26
MA,2007-12,Share Based Compensation,14
MA,2007-12,Operating Cash Flow,52
MA,2007-12,Capital Expenditure,-44
MA,2007-12,Net Cash Flow - Business Acquisitions and Disposals,0
MA,2007-12,Net Cash Flow - Investment Acquisitions and Disposals,284
MA,2007-12,Investing Cash Flow,239
MA,2007-12,Issuance (Repayment) of Debt Securities ,0
MA,2007-12,Issuance (Purchase) of Equity Shares,-324
MA,2007-12,Payment of Dividends & Other Cash Distributions   ,-20
MA,2007-12,Financing Cash Flow,-335
MA,2007-12,Effect of Exchange Rate Changes on Cash ,15
MA,2007-12,Net Cash Flow / Change in Cash & Cash Equivalents,-28
MA,2007-12,Free Cash Flow,7
MA,2017-09,Revenues,3398
MA,2017-09,Revenue Growth,0.1799
MA,2017-09,Cost of Revenue,0
MA,2017-09,Gross Profit,3398
MA,2017-09,Research and Development Expense,0
MA,2017-09,Selling  General and Administrative Expense,1339
MA,2017-09,Operating Expenses,1457
MA,2017-09,Operating Income,1941
MA,2017-09,Interest Expense,35
MA,2017-09,Earnings before Tax,1932
MA,2017-09,Income Tax Expense,502
MA,2017-09,Net Income to Non-Controlling Interests,0
MA,2017-09,Net Income from Discontinued Operations,0
MA,2017-09,Net Income,1430
MA,2017-09,Preferred Dividends Income Statement Impact,0
MA,2017-09,Net Income Common Stock,1430
MA,2017-09,EPS,1.34
MA,2017-09,EPS Diluted,1.34
MA,2017-09,Weighted Average Shares,1063
MA,2017-09,Weighted Average Shares Diluted,1068
MA,2017-09,Dividends per Basic Common Share,0.22
MA,2017-09,Gross Margin,1
MA,2017-09,EBITDA Margin,0.614
MA,2017-09,EBIT Margin,0.5789
MA,2017-09,Profit Margin,0.421
MA,2017-09,Free Cash Flow Margin,0.4773
MA,2017-09,EBITDA,2085
MA,2017-09,EBIT,1967
MA,2017-09,Consolidated Income,1430
MA,2017-06,Revenues,3053
MA,2017-06,Revenue Growth,0.1333
MA,2017-06,Cost of Revenue,0
MA,2017-06,Gross Profit,3053
MA,2017-06,Research and Development Expense,0
MA,2017-06,Selling  General and Administrative Expense,1289
MA,2017-06,Operating Expenses,1400
MA,2017-06,Operating Income,1653
MA,2017-06,Interest Expense,39
MA,2017-06,Earnings before Tax,1628
MA,2017-06,Income Tax Expense,451
MA,2017-06,Net Income to Non-Controlling Interests,0
MA,2017-06,Net Income from Discontinued Operations,0
MA,2017-06,Net Income,1177
MA,2017-06,Preferred Dividends Income Statement Impact,0
MA,2017-06,Net Income Common Stock,1177
MA,2017-06,EPS,1.1
MA,2017-06,EPS Diluted,1.1
MA,2017-06,Weighted Average Shares,1070
MA,2017-06,Weighted Average Shares Diluted,1075
MA,2017-06,Dividends per Basic Common Share,0.22
MA,2017-06,Gross Margin,1
MA,2017-06,EBITDA Margin,0.582
MA,2017-06,EBIT Margin,0.546
MA,2017-06,Profit Margin,0.386
MA,2017-06,Free Cash Flow Margin,0.3996
MA,2017-06,EBITDA,1778
MA,2017-06,EBIT,1667
MA,2017-06,Consolidated Income,1177
MA,2017-03,Revenues,2734
MA,2017-03,Revenue Growth,0.1177
MA,2017-03,Cost of Revenue,0
MA,2017-03,Gross Profit,2734
MA,2017-03,Research and Development Expense,0
MA,2017-03,Selling  General and Administrative Expense,1121
MA,2017-03,Operating Expenses,1228
MA,2017-03,Operating Income,1506
MA,2017-03,Interest Expense,39
MA,2017-03,Earnings before Tax,1478
MA,2017-03,Income Tax Expense,397
MA,2017-03,Net Income to Non-Controlling Interests,0
MA,2017-03,Net Income from Discontinued Operations,0
MA,2017-03,Net Income,1081
MA,2017-03,Preferred Dividends Income Statement Impact,0
MA,2017-03,Net Income Common Stock,1081
MA,2017-03,EPS,1
MA,2017-03,EPS Diluted,1
MA,2017-03,Weighted Average Shares,1078
MA,2017-03,Weighted Average Shares Diluted,1082
MA,2017-03,Dividends per Basic Common Share,0.22
MA,2017-03,Gross Margin,1
MA,2017-03,EBITDA Margin,0.589
MA,2017-03,EBIT Margin,0.5549
MA,2017-03,Profit Margin,0.395
MA,2017-03,Free Cash Flow Margin,0.2381
MA,2017-03,EBITDA,1609
MA,2017-03,EBIT,1517
MA,2017-03,Consolidated Income,1081
MA,2016-12,Revenues,2756
MA,2016-12,Revenue Growth,0.095
MA,2016-12,Cost of Revenue,0
MA,2016-12,Gross Profit,2756
MA,2016-12,Research and Development Expense,0
MA,2016-12,Selling  General and Administrative Expense,1291
MA,2016-12,Operating Expenses,1393
MA,2016-12,Operating Income,1363
MA,2016-12,Interest Expense,30
MA,2016-12,Earnings before Tax,1311
MA,2016-12,Income Tax Expense,378
MA,2016-12,Net Income to Non-Controlling Interests,0
MA,2016-12,Net Income from Discontinued Operations,0
MA,2016-12,Net Income,933
MA,2016-12,Preferred Dividends Income Statement Impact,0
MA,2016-12,Net Income Common Stock,933
MA,2016-12,EPS,0.86
MA,2016-12,EPS Diluted,0.86
MA,2016-12,Weighted Average Shares,1089
MA,2016-12,Weighted Average Shares Diluted,1092
MA,2016-12,Dividends per Basic Common Share,0.19
MA,2016-12,Gross Margin,1
MA,2016-12,EBITDA Margin,0.52
MA,2016-12,EBIT Margin,0.4866
MA,2016-12,Profit Margin,0.339
MA,2016-12,Free Cash Flow Margin,0.3229
MA,2016-12,EBITDA,1433
MA,2016-12,EBIT,1341
MA,2016-12,Consolidated Income,933
MA,2016-09,Revenues,2880
MA,2016-09,Revenue Growth,0.1383
MA,2016-09,Cost of Revenue,0
MA,2016-09,Gross Profit,2880
MA,2016-09,Research and Development Expense,0
MA,2016-09,Selling  General and Administrative Expense,1117
MA,2016-09,Operating Expenses,1210
MA,2016-09,Operating Income,1670
MA,2016-09,Interest Expense,23
MA,2016-09,Earnings before Tax,1633
MA,2016-09,Income Tax Expense,449
MA,2016-09,Net Income to Non-Controlling Interests,0
MA,2016-09,Net Income from Discontinued Operations,0
MA,2016-09,Net Income,1184
MA,2016-09,Preferred Dividends Income Statement Impact,0
MA,2016-09,Net Income Common Stock,1184
MA,2016-09,EPS,1.08
MA,2016-09,EPS Diluted,1.08
MA,2016-09,Weighted Average Shares,1096
MA,2016-09,Weighted Average Shares Diluted,1099
MA,2016-09,Dividends per Basic Common Share,0.19
MA,2016-09,Gross Margin,1
MA,2016-09,EBITDA Margin,0.607
MA,2016-09,EBIT Margin,0.575
MA,2016-09,Profit Margin,0.411
MA,2016-09,Free Cash Flow Margin,0.4601
MA,2016-09,EBITDA,1749
MA,2016-09,EBIT,1656
MA,2016-09,Consolidated Income,1184
MA,2016-06,Revenues,2694
MA,2016-06,Revenue Growth,0.1272
MA,2016-06,Cost of Revenue,0
MA,2016-06,Gross Profit,2694
MA,2016-06,Research and Development Expense,0
MA,2016-06,Selling  General and Administrative Expense,1114
MA,2016-06,Operating Expenses,1314
MA,2016-06,Operating Income,1380
MA,2016-06,Interest Expense,22
MA,2016-06,Earnings before Tax,1365
MA,2016-06,Income Tax Expense,382
MA,2016-06,Net Income to Non-Controlling Interests,0
MA,2016-06,Net Income from Discontinued Operations,0
MA,2016-06,Net Income,983
MA,2016-06,Preferred Dividends Income Statement Impact,0
MA,2016-06,Net Income Common Stock,983
MA,2016-06,EPS,0.89
MA,2016-06,EPS Diluted,0.89
MA,2016-06,Weighted Average Shares,1098
MA,2016-06,Weighted Average Shares Diluted,1101
MA,2016-06,Dividends per Basic Common Share,0.19
MA,2016-06,Gross Margin,1
MA,2016-06,EBITDA Margin,0.549
MA,2016-06,EBIT Margin,0.5148
MA,2016-06,Profit Margin,0.365
MA,2016-06,Free Cash Flow Margin,0.3545
MA,2016-06,EBITDA,1480
MA,2016-06,EBIT,1387
MA,2016-06,Consolidated Income,983
MA,2016-03,Revenues,2446
MA,2016-03,Revenue Growth,0.0969
MA,2016-03,Cost of Revenue,0
MA,2016-03,Gross Profit,2446
MA,2016-03,Research and Development Expense,0
MA,2016-03,Selling  General and Administrative Expense,1003
MA,2016-03,Operating Expenses,1098
MA,2016-03,Operating Income,1348
MA,2016-03,Interest Expense,20
MA,2016-03,Earnings before Tax,1337
MA,2016-03,Income Tax Expense,378
MA,2016-03,Net Income to Non-Controlling Interests,0
MA,2016-03,Net Income from Discontinued Operations,0
MA,2016-03,Net Income,959
MA,2016-03,Preferred Dividends Income Statement Impact,0
MA,2016-03,Net Income Common Stock,959
MA,2016-03,EPS,0.86
MA,2016-03,EPS Diluted,0.86
MA,2016-03,Weighted Average Shares,1109
MA,2016-03,Weighted Average Shares Diluted,1112
MA,2016-03,Dividends per Basic Common Share,0.19
MA,2016-03,Gross Margin,1
MA,2016-03,EBITDA Margin,0.594
MA,2016-03,EBIT Margin,0.5548
MA,2016-03,Profit Margin,0.392
MA,2016-03,Free Cash Flow Margin,0.4019
MA,2016-03,EBITDA,1452
MA,2016-03,EBIT,1357
MA,2016-03,Consolidated Income,959
MA,2015-12,Revenues,2517
MA,2015-12,Revenue Growth,0.044
MA,2015-12,Cost of Revenue,0
MA,2015-12,Gross Profit,2517
MA,2015-12,Research and Development Expense,0
MA,2015-12,Selling  General and Administrative Expense,1317
MA,2015-12,Operating Expenses,1410
MA,2015-12,Operating Income,1107
MA,2015-12,Interest Expense,12
MA,2015-12,Earnings before Tax,1025
MA,2015-12,Income Tax Expense,135
MA,2015-12,Net Income to Non-Controlling Interests,0
MA,2015-12,Net Income from Discontinued Operations,0
MA,2015-12,Net Income,890
MA,2015-12,Preferred Dividends Income Statement Impact,0
MA,2015-12,Net Income Common Stock,890
MA,2015-12,EPS,0.79
MA,2015-12,EPS Diluted,0.79
MA,2015-12,Weighted Average Shares,1128
MA,2015-12,Weighted Average Shares Diluted,1131
